city,country,latitude,longitude,property_name,property_type,site_review_rating,state,traveller_rating,,,,,,,,,,,,,,,,,,,
Neemrana,India,27.91315,76.314747,Shiva Oasis Resort,Hotel,,,Location:4.7/5 | Hospitality:3.6/5 | Facilities:3.7/5 | Cleanliness:4.4/5 | Value for Money:3.6/5 | Food:3.9/5,,,,,,,,,,,,,,,,,,,
Palampur,India,32.110377,76.535986,Silver Oak,Hotel,,,Location:4.3/5 | Hospitality:4/5 | Facilities:3.7/5 | Cleanliness:2.7/5 | Value for Money:3/5 | Food:4/5,,,,,,,,,,,,,,,,,,,
Panipat,India,29.394101,76.957907,Shagun Residency,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nizamabad,India,0,0,Hotel Mayur,Hotel,,,,,,,,,,,,,,,,,,,,,,
Patiala,India,30.3324,76.4182,Eqbal Inn & Hotels Ltd.,Hotel,,,Location:3.7/5 | Hospitality:2.7/5 | Facilities:3/5 | Cleanliness:3/5 | Value for Money:2.7/5 | Food:3.7/5,,,,,,,,,,,,,,,,,,,
Nathdwara,India,0,0,Shree Jee Darshan Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nainital,India,29.356122,79.54343,Lake Retreat,Hotel,,,Location:4/5 | Hospitality:0/5 | Facilities:1/5 | Cleanliness:1/5 | Value for Money:1/5 | Food:0/5,,,,,,,,,,,,,,,,,,,
Nainital,India,0,0,The Whispering Heights,Hotel,,,,,,,,,,,,,,,,,,,,,,
Namchi,India,27.163274,88.357002,Temi Guest House,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nasik,India,19.997456,73.789801,Hotel Sahyadhri,Hotel,,,,,,,,,,,,,,,,,,,,,,
Palakkad,India,10.805841,76.190212,Nakshatra Regency Pattambi,Hotel,,,Location:4/5 | Hospitality:3.7/5 | Facilities:2/5 | Cleanliness:3.7/5 | Value for Money:3.7/5 | Food:2.7/5,,,,,,,,,,,,,,,,,,,
Nawalgarh,India,27.851186,75.252547,Hotel Nawalgarh Plaza,Hotel,,,,,,,,,,,,,,,,,,,,,,
Neemrana,India,27.993941,76.388242,Neemrana Fort Palace,Hotel,,,Location:4.5/5 | Hospitality:4.4/5 | Facilities:4.4/5 | Cleanliness:4.6/5 | Value for Money:4.4/5 | Food:4.3/5,,,,,,,,,,,,,,,,,,,
Pali,India,0,0,Hotel Ganesh,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pali,India,25.016556,73.164314,Varawal Leopard Camp,Hotel,,,,,,,,,,,,,,,,,,,,,,
Namakkal,India,11.23381,78.16549,KMS Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Namchi,India,0,0,Yangyang Guest House,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pahalgam,India,0,0,Hotel Midway,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nathdwara,India,24.9317,73.824,Metro Hotel Nathdwara,Hotel,,,Location:4/5 | Hospitality:3/5 | Facilities:3/5 | Cleanliness:3/5 | Value for Money:3/5 | Food:3/5,,,,,,,,,,,,,,,,,,,
Palampur,India,32.124949,76.464118,"Seclude Palampur,Himachal Pradesh",Hotel,,,Location:4.6/5 | Hospitality:4.4/5 | Facilities:3.8/5 | Cleanliness:4.5/5 | Value for Money:4.4/5 | Food:4.2/5,,,,,,,,,,,,,,,,,,,
Neemrana,India,27.993941,76.388242,Neemrana Fort Palace,Hotel,,,Location:4.5/5 | Hospitality:4.4/5 | Facilities:4.4/5 | Cleanliness:4.6/5 | Value for Money:4.4/5 | Food:4.3/5,,,,,,,,,,,,,,,,,,,
Pahalgam,India,34.016075,75.31498,Hotel Island,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pahalgam,India,34.021421,75.315521,Grand Mumtaz,Hotel,,,Location:4.2/5 | Hospitality:3.2/5 | Facilities:3.1/5 | Cleanliness:3.4/5 | Value for Money:3.1/5 | Food:3.1/5,,,,,,,,,,,,,,,,,,,
Namakkal,India,0,0,Muthu Bhavan Lodge,Lodge,,,,,,,,,,,,,,,,,,,,,,
NewTehri,India,0,0,Camp Sarovar Ganga,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pachmarhi,India,0,0,Woodland Bungalow,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nathdwara,India,0,0,Shree Jee Darshan Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Narnaul,India,28.085994,76.190353,Kesar resort and Mid way,Hotel,,,Location:4/5 | Hospitality:3/5 | Facilities:1/5 | Cleanliness:3/5 | Value for Money:3/5 | Food:3/5,,,,,,,,,,,,,,,,,,,
Nathdwara,India,24.5913,73.6941,Hotel Ashutosh,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nasik,India,20.004756,73.790838,G Guest House,Hotel,,,Location:2.5/5 | Hospitality:1.5/5 | Facilities:1.5/5 | Cleanliness:1.5/5 | Value for Money:1.5/5 | Food:1.5/5,,,,,,,,,,,,,,,,,,,
Palampur,India,32.100749,76.532927,Hotel Raj Golden,Hotel,,,,,,,,,,,,,,,,,,,,,,
Narkanda,India,31.245902,77.468069,Tethys Ski Resort-65 kms from Shimla,Hotel,,,Location:5/5 | Hospitality:5/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:5/5,,,,,,,,,,,,,,,,,,,
Palakkad,India,10.766884,76.653246,HOTEL INDRAPRASTHA Palakkad,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nasik,India,20.00575,73.785651,Hotel Panchvati Yatri,Hotel,,,Location:4.2/5 | Hospitality:3.6/5 | Facilities:3.4/5 | Cleanliness:3.9/5 | Value for Money:3.6/5 | Food:3.6/5,,,,,,,,,,,,,,,,,,,
Pathanamthitta,India,9.274918,76.760481,PRINTEX Homestay and Thunduparampil Tower,Hotel,,,,,,,,,,,,,,,,,,,,,,
Ongole,India,15.5118,80.0413,Hotel Central Park,Hotel,,,Location:4.1/5 | Hospitality:3.2/5 | Facilities:3.3/5 | Cleanliness:3.4/5 | Value for Money:3.2/5 | Food:3.9/5,,,,,,,,,,,,,,,,,,,
Pahalgam,India,0,0,Fresh Water Resort - Rafting point,Hotel,,,Location:4.3/5 | Hospitality:4.7/5 | Facilities:4.3/5 | Cleanliness:4.7/5 | Value for Money:4.7/5 | Food:4/5,,,,,,,,,,,,,,,,,,,
Namchi,India,0,0,Hotel hangkhim,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nasik,India,0,0,Marwar Camp,Hotel,,,,,,,,,,,,,,,,,,,,,,
Neral,India,0,0,Holiday Home by Getaway Club,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nilgiri,India,11.3605,76.6358,Western Valley Resorts,Hotel,,,,,,,,,,,,,,,,,,,,,,
Namchi,India,0,0,Hotel Mayal,Hotel,,,,,,,,,,,,,,,,,,,,,,
Patna,India,25.611197,85.119013,IRIS BUSINESS HOTEL,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nasik,India,0,0,Hotel Avanti Tourist,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pathanamthitta,India,9.327585,76.685253,MALAKKARETHU HOUSE,Hotel,,,Location:5/5 | Hospitality:5/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:5/5,,,,,,,,,,,,,,,,,,,
Pachmarhi,India,22.473402,78.435665,Hotel Kachnar,Hotel,,,Location:3.9/5 | Hospitality:3.8/5 | Facilities:3.2/5 | Cleanliness:3.5/5 | Value for Money:3.7/5 | Food:4/5,,,,,,,,,,,,,,,,,,,
Pahalgam,India,34.032702,75.322922,Paradise Inn,Hotel,,,Location:4.3/5 | Hospitality:4/5 | Facilities:3.4/5 | Cleanliness:3.2/5 | Value for Money:3.5/5 | Food:3.8/5,,,,,,,,,,,,,,,,,,,
Parwanoo,India,30.97162,77.191173,Ekant,Hotel,,,Location:4.4/5 | Hospitality:4/5 | Facilities:3.3/5 | Cleanliness:3.1/5 | Value for Money:4/5 | Food:3.4/5,,,,,,,,,,,,,,,,,,,
Pahalgam,India,34.029141,75.32173,Hotel Heemal,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pachmarhi,India,22.464642,78.421894,Hotel Rock Menor,Hotel,,,,,,,,,,,,,,,,,,,,,,
Narnaul,India,28.05304,76.110788,Narula Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nalagarh,India,0,0,Beli Bungalow Nalagarh,Hotel,,,,,,,,,,,,,,,,,,,,,,
Panna,India,24.671535,80.178436,TAJ Safaris Lodge - Pashan Garh,Lodge,,,,,,,,,,,,,,,,,,,,,,
Pahalgam,India,34.016075,75.31498,Hotel Snow Mount,Hotel,,,Location:5/5 | Hospitality:3/5 | Facilities:1/5 | Cleanliness:1/5 | Value for Money:3/5 | Food:1/5,,,,,,,,,,,,,,,,,,,
Neemrana,India,28.47962,77.079872,MG Service Apartment,Hotel,,,,,,,,,,,,,,,,,,,,,,
Panchgani,India,17.927932,73.766345,Aneesha Holiday Home,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pali,India,25.031484,73.101827,Bagheera Camp,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nasik,India,19.991569,73.744041,Ginger Hotel - Nasik,Hotel,,,Location:4.1/5 | Hospitality:4.3/5 | Facilities:4/5 | Cleanliness:4.5/5 | Value for Money:4.3/5 | Food:3.7/5,,,,,,,,,,,,,,,,,,,
Pathanamthitta,India,9.267412,76.786851,Pearl Residency Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Patiala,India,30.33913,76.394113,Hotel Kings Retreat,Hotel,,,Location:4.4/5 | Hospitality:3.4/5 | Facilities:3.5/5 | Cleanliness:3.6/5 | Value for Money:3.4/5 | Food:3.2/5,,,,,,,,,,,,,,,,,,,
Pachmarhi,India,22.4986,78.4286,HOTEL ARK RESIDENCY,Hotel,,,,,,,,,,,,,,,,,,,,,,
Neemrana,India,27.91315,76.314747,Shiva Oasis Resort,Hotel,,,Location:4.7/5 | Hospitality:3.6/5 | Facilities:3.7/5 | Cleanliness:4.4/5 | Value for Money:3.6/5 | Food:3.9/5,,,,,,,,,,,,,,,,,,,
Palakkad,India,10.7729,76.6567,Boon Inn,Hotel,,,Location:4.8/5 | Hospitality:4.6/5 | Facilities:4.4/5 | Cleanliness:4.8/5 | Value for Money:4.6/5 | Food:4.6/5,,,,,,,,,,,,,,,,,,,
Panipat,India,29.394954,76.968356,Hotel Gold,Hotel,,,Location:5/5 | Hospitality:3.5/5 | Facilities:3.5/5 | Cleanliness:4/5 | Value for Money:3.5/5 | Food:5/5,,,,,,,,,,,,,,,,,,,
Nainital,India,29.343092,79.558293,The Huts,Hotel,,,,,,,,,,,,,,,,,,,,,,
Patiala,India,30.344695,76.37841,Jiwan Plaza,Hotel,,,,,,,,,,,,,,,,,,,,,,
Patna,India,25.599271,85.164671,Orange Inn Hotel,Hotel,,,Location:4/5 | Hospitality:4/5 | Facilities:4.5/5 | Cleanliness:4.5/5 | Value for Money:4/5 | Food:4/5,,,,,,,,,,,,,,,,,,,
Nanded,India,19.17597,77.324393,Hotel City Pride,Hotel,,,,,,,,,,,,,,,,,,,,,,
NubraValley,India,0,0,Yourdum Guest House,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pahalgam,India,34.014741,75.317468,Hotel Mountview,Hotel,,,Location:4.8/5 | Hospitality:4.2/5 | Facilities:4.3/5 | Cleanliness:4.1/5 | Value for Money:4.2/5 | Food:4.1/5,,,,,,,,,,,,,,,,,,,
Parwanoo,India,30.963853,77.196983,Hotel Deventure,Hotel,,,Location:4.7/5 | Hospitality:4.4/5 | Facilities:3.9/5 | Cleanliness:4.3/5 | Value for Money:4.4/5 | Food:4.4/5,,,,,,,,,,,,,,,,,,,
Nathdwara,India,24.9317,73.824,Metro Hotel Nathdwara,Hotel,,,Location:4/5 | Hospitality:3/5 | Facilities:3/5 | Cleanliness:3/5 | Value for Money:3/5 | Food:3/5,,,,,,,,,,,,,,,,,,,
Nizamabad,India,0,0,Hotel Vamshee International,Hotel,,,,,,,,,,,,,,,,,,,,,,
Palakkad,India,10.591063,76.473949,Hotel Diana Vadakkencherry,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pali,India,22,0,Hotel Nimaj Palace,Hotel,,,,,,,,,,,,,,,,,,,,,,
Omkareshwar,India,0,0,Hotel Ujjawal Palace,Hotel,,,,,,,,,,,,,,,,,,,,,,
Neemrana,India,0,0,HOTEL BLUE SHINE,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pahalgam,India,0,0,Hotel Ice Land,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pahalgam,India,34.024501,75.312213,Senator Pine N Peak,Hotel,,,Location:4.7/5 | Hospitality:4/5 | Facilities:3.7/5 | Cleanliness:3.7/5 | Value for Money:3.9/5 | Food:4/5,,,,,,,,,,,,,,,,,,,
Panipat,India,29.410762,76.968302,Nirula's Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nilgiri,India,11.3605,76.6358,Western Valley Resorts,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nasik,India,20.021203,73.834613,Anusha Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Panvel,India,0,0,Hotel Shiva,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nasik,India,19.934002,73.530856,Hotel Shivanand,Hotel,,,,,,,,,,,,,,,,,,,,,,
Panchkula,India,30.689882,76.848367,"Hotel Shiraaz, Panchkula",Hotel,,,Location:5/5 | Hospitality:3.5/5 | Facilities:4.2/5 | Cleanliness:4.2/5 | Value for Money:4/5 | Food:2/5,,,,,,,,,,,,,,,,,,,
Patiala,India,30.337222,76.394247,Corner Bar Hotel and Restaurant,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pangot,India,28.574164,77.331266,Jungle Lore Birding Lodge,Lodge,,,,,,,,,,,,,,,,,,,,,,
Nainital,India,29.364899,79.551246,Shikha Inn Resort,Hotel,,,Location:4/5 | Hospitality:4/5 | Facilities:4.2/5 | Cleanliness:4.5/5 | Value for Money:3.8/5 | Food:4.5/5,,,,,,,,,,,,,,,,,,,
Nainital,India,29.393147,79.450858,Kohli Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Panipat,India,29.265318,77.006128,The Gautams Motel And Resort,Hotel,,,,,,,,,,,,,,,,,,,,,,
Patiala,India,30.33913,76.394113,Hotel Kings Retreat,Hotel,,,Location:4.4/5 | Hospitality:3.4/5 | Facilities:3.5/5 | Cleanliness:3.6/5 | Value for Money:3.4/5 | Food:3.2/5,,,,,,,,,,,,,,,,,,,
Paradeep,India,20.260344,86.654374,Hotel Golden Anchor,Hotel,,,,,,,,,,,,,,,,,,,,,,
Palakkad,India,10.591063,76.473949,Hotel Diana Vadakkencherry,Hotel,,,,,,,,,,,,,,,,,,,,,,
Palakkad,India,10.769421,76.656247,Sayoojyam Residency,Hotel,,,Location:4.8/5 | Hospitality:4/5 | Facilities:3.8/5 | Cleanliness:4.2/5 | Value for Money:4/5 | Food:3.2/5,,,,,,,,,,,,,,,,,,,
Patna,India,25.6341,85.1062,Vijaya Tej Clarks Inn,Hotel,,,Location:3.4/5 | Hospitality:2.8/5 | Facilities:2.7/5 | Cleanliness:3/5 | Value for Money:2.8/5 | Food:2.9/5,,,,,,,,,,,,,,,,,,,
Palani,India,0,0,Kaartik Mahal,Hotel,,,,,,,,,,,,,,,,,,,,,,
Panchgani,India,17.932,73.8123,Sherbaug Theme Park & Luxury Tents,Hotel,,,Location:4.4/5 | Hospitality:3.8/5 | Facilities:3.9/5 | Cleanliness:4/5 | Value for Money:3.8/5 | Food:2.8/5,,,,,,,,,,,,,,,,,,,
Patiala,India,0,0,Hotel Prince Palace,Hotel,,,,,,,,,,,,,,,,,,,,,,
NeilIsland,India,11.828127,93.027756,Silver Sand Beach Resort,Hotel,,,,,,,,,,,,,,,,,,,,,,
Patiala,India,30.338236,76.386305,Hotel Garden Resort,Hotel,,,,,,,,,,,,,,,,,,,,,,
Namakkal,India,11.2311,78.1654,SANU International,Hotel,,,Location:5/5 | Hospitality:4.4/5 | Facilities:4.4/5 | Cleanliness:4.4/5 | Value for Money:4.4/5 | Food:4.1/5,,,,,,,,,,,,,,,,,,,
Nainital,India,0,0,"Pathik Resort, Mukteshwar, 50 Kms away from Nainital",Hotel,,,,,,,,,,,,,,,,,,,,,,
Palampur,India,0,0,Prim Resorts Jerrys Jungle Huts,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nasik,India,19.953135,73.839175,Hotel Sai Leela,Hotel,,,Location:4.2/5 | Hospitality:4.2/5 | Facilities:3/5 | Cleanliness:3.2/5 | Value for Money:4.2/5 | Food:1.8/5,,,,,,,,,,,,,,,,,,,
Pachmarhi,India,0,0,Hotel Vijayshree,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nilgiri,India,11.416631,76.865215,Marsh Villa Guest House,Hotel,,,,,,,,,,,,,,,,,,,,,,
NeilIsland,India,0,0,Blue Stone Lodge,Lodge,,,,,,,,,,,,,,,,,,,,,,
Najibabad,India,0,0,Hotel Kanha Royal Salute,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nainital,India,29.387071,79.462168,Lakeside Inn,Hotel,,,Location:4.7/5 | Hospitality:4.8/5 | Facilities:4.1/5 | Cleanliness:3.9/5 | Value for Money:4.2/5 | Food:4/5,,,,,,,,,,,,,,,,,,,
Nasik,India,19.996916,73.776191,Hotel Panchvati,Hotel,,,Location:4.2/5 | Hospitality:4.1/5 | Facilities:3.9/5 | Cleanliness:3.7/5 | Value for Money:3.9/5 | Food:3.7/5,,,,,,,,,,,,,,,,,,,
Orai,India,26.348712,79.177877,Fort Rampura Jalaun,Hotel,,,,,,,,,,,,,,,,,,,,,,
Palakkad,India,0,0,Salomia old rest house,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nathdwara,India,24.930935,73.825742,Rajshree Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nawalgarh,India,27.851755,75.274048,Roop Niwas Kothi,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nathdwara,India,0,0,Hotel Sudarshan,Hotel,,,Location:5/5 | Hospitality:0/5 | Facilities:4/5 | Cleanliness:4/5 | Value for Money:2/5 | Food:0/5,,,,,,,,,,,,,,,,,,,
Patiala,India,30.337398,76.394688,Greens Hotel Bar and Restaurant,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nawalgarh,India,27.858337,75.268903,Hotel Koolwal Kothi,Hotel,,,,,,,,,,,,,,,,,,,,,,
Palani,India,10.441064,77.5241,EdenApark,Hotel,,,Location:5/5 | Hospitality:4.7/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:4.7/5 | Food:4.7/5,,,,,,,,,,,,,,,,,,,
Palampur,India,0,0,Tara Villa,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pangong,India,0,0,Indus Valley Home Stay,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nanded,India,19.148206,77.319863,Surajkanwar Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pachmarhi,India,22.464648,78.421852,Rock End Manor Heritage Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pahalgam,India,34.020929,75.320977,Golf View Resort,Hotel,,,,,,,,,,,,,,,,,,,,,,
Patna,India,25.60551,85.140249,Hotel Fort,Hotel,,,Location:4/5 | Hospitality:3.8/5 | Facilities:3.6/5 | Cleanliness:3.8/5 | Value for Money:3.8/5 | Food:3.9/5,,,,,,,,,,,,,,,,,,,
Narnaul,India,0,0,CHANDNI MIDWAY RESORT,Hotel,,,,,,,,,,,,,,,,,,,,,,
Panipat,India,29.449396,76.979111,Hotel Regency,Hotel,,,,,,,,,,,,,,,,,,,,,,
Panhala,India,16.705096,74.244218,Hotel Atria,Hotel,,,Location:4.7/5 | Hospitality:4.4/5 | Facilities:4.3/5 | Cleanliness:4.5/5 | Value for Money:4.4/5 | Food:4.3/5,,,,,,,,,,,,,,,,,,,
Nainital,India,29.423949,79.427327,"Ashokas Naini Chalet, Pangot",Hotel,,,Location:3.2/5 | Hospitality:3/5 | Facilities:3.2/5 | Cleanliness:3.1/5 | Value for Money:3.1/5 | Food:3/5,,,,,,,,,,,,,,,,,,,
Pachmarhi,India,0,0,CHAMPAK BUNGLOW LUXERY TENTS,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pachmarhi,India,0,0,Hotel Club View,Hotel,,,,,,,,,,,,,,,,,,,,,,
Palakkad,India,10.2282,76.3741,Hotel Elegance Palakkad,Hotel,,,,,,,,,,,,,,,,,,,,,,
Palampur,India,0,0,Country Cottage,Hotel,,,,,,,,,,,,,,,,,,,,,,
Panvel,India,0,0,Chandra Vilas,Hotel,,,,,,,,,,,,,,,,,,,,,,
Parwanoo,India,0,0,The Terrace,Hotel,,,,,,,,,,,,,,,,,,,,,,
Parbhani,India,19.263115,76.770877,Hotel Niraj International,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pachmarhi,India,22.468357,78.432211,Panchvati,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pangot,India,0,0,Kafal House,Hotel,,,Location:5/5 | Hospitality:0/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:0/5,,,,,,,,,,,,,,,,,,,
Pahalgam,India,0,0,Sunflower Resorts,Hotel,,,,,,,,,,,,,,,,,,,,,,
Panchkula,India,30.647722,76.885333,The Fort Ramgarh-Panchkula,Hotel,,,Location:2.4/5 | Hospitality:3/5 | Facilities:3/5 | Cleanliness:3.2/5 | Value for Money:2.8/5 | Food:3/5,,,,,,,,,,,,,,,,,,,
Namakkal,India,0,0,Paradaise INN,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pachmarhi,India,22.464642,78.421894,Hotel Rock Menor,Hotel,,,,,,,,,,,,,,,,,,,,,,
Pahalgam,India,34.0161,75.315,Hamdard Resort,Hotel,,,Location:3/5 | Hospitality:5/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:5/5,,,,,,,,,,,,,,,,,,,
Ooty,India,11.404075,76.707617,Cool Spot,Hotel,,tamil nadu,,,,,,,,,,,,,,,,,,,,
Ooty,India,0,0,Ayyappan Cottage,Hotel,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,
Chennai,India,13.083864,80.269807,Hotel SRM Central Park,Hotel,,Tamil Nadu,Location:3.7/5 | Hospitality:3.9/5 | Facilities:3.6/5 | Cleanliness:3.6/5 | Value for Money:3.8/5 | Food:2.2/5,,,,,,,,,,,,,,,,,,,
Chennai,India,13.065873,80.270566,The Mount City,Hotel,,Tamilnadu,Location:5.0/5 | Hospitality:4.8/5 | Facilities:4.6/5 | Cleanliness:4.5/5 | Value for Money:4.8/5 | Food:1.5/5,,,,,,,,,,,,,,,,,,,
Chennai,India,13.048567,80.210924,ARS Nest -  Vadapalani,Hotel,,Tamil Nadu,Location:5.0/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:5.0/5,,,,,,,,,,,,,,,,,,,
Chennai,India,13.044673,80.212435,Adore Residency,Hotel,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,
Chennai,India,0,0,Stay Pleasure Service Apartment Ashok Avenue,,,Tamil Nadu,,,,,,,,,,,,,,,,,,,,
Chennai,India,13.019746,80.185109,Purplepatch Hotel,Hotel,,TamilNadu,,,,,,,,,,,,,,,,,,,,
Chennai,India,12.960188,80.246864,Nortels Service Apartments Perugudi,Hotel,,Tamil NADU,,,,,,,,,,,,,,,,,,,,
Ooty,India,11.398524,76.694945,Peach Tree Bonganvilla Resorts,Hotel,,Tamilnadu,Location:4.5/5 | Hospitality:5.0/5 | Facilities:4.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:5.0/5,,,,,,,,,,,,,,,,,,,
Chennai,India,12.9665,80.1492,Hotel Manickam Grand,Hotel,,Tamil Nadu,Location:4.0/5 | Hospitality:2.9/5 | Facilities:2.6/5 | Cleanliness:2.6/5 | Value for Money:2.9/5 | Food:2.5/5,,,,,,,,,,,,,,,,,,,
Ooty,India,0,0,Snow Castle,Hotel,,,,,,,,,,,,,,,,,,,,,,
Chennai,India,13.010905,80.215206,Zen Garden Hotel,Hotel,,Tamil Nadu,Location:3.3/5 | Hospitality:4.0/5 | Facilities:2.6/5 | Cleanliness:3.1/5 | Value for Money:3.1/5 | Food:2.5/5,,,,,,,,,,,,,,,,,,,
Chennai,India,13.0267,80.2308,"Executive Comfort, T-Nagar - Nandanam",Hotel,,Tamilnadu,,,,,,,,,,,,,,,,,,,,
Chennai,India,12.948825,80.199708,Zone by the Park ORR,Hotel,,Tamil Nadu,Location:4.5/5 | Hospitality:4.5/5 | Facilities:4.6/5 | Cleanliness:3.8/5 | Value for Money:4.5/5 | Food:1.6/5,,,,,,,,,,,,,,,,,,,
Chennai,India,13.064983,80.211405,Emerald Manor Hotel,Hotel,,Tamilnadu,Location:4.0/5 | Hospitality:3.8/5 | Facilities:3.7/5 | Cleanliness:4.1/5 | Value for Money:3.8/5 | Food:2.6/5,,,,,,,,,,,,,,,,,,,
Ooty,India,11.405356,76.708038,Vedanta Wake Up - Town Center,Hotel,,Tamilnadu,Location:4.2/5 | Hospitality:2.7/5 | Facilities:2.8/5 | Cleanliness:2.7/5 | Value for Money:2.7/5 | Food:0.9/5,,,,,,,,,,,,,,,,,,,
Jaipur,India,26.878042,75.795641,BL Hotel,Hotel,,Rajasthan,,,,,,,,,,,,,,,,,,,,
Jaipur,India,0,0,Oasis Hotel,Hotel,,Rajasthan,,,,,,,,,,,,,,,,,,,,
Jaipur,India,0,0,Dhulagarh A Heritage Hotel,Hotel,,Rajasthan,,,,,,,,,,,,,,,,,,,,
Lonavala And Khandala,India,18.620951,73.400066,Aamby Valley City,Hotel,,Maharashtra,Location:4.7/5 | Hospitality:4.3/5 | Facilities:4.2/5 | Cleanliness:3.9/5 | Value for Money:3.9/5 | Food:1.5/5,,,,,,,,,,,,,,,,,,,
Chennai,India,13.039993,80.247283,Hotel Satsanga,Hotel,,Tamilnadu,Location:5.0/5 | Hospitality:3.0/5 | Facilities:4.0/5 | Cleanliness:4.0/5 | Value for Money:3.0/5 | Food:2.0/5,,,,,,,,,,,,,,,,,,,
Chennai,India,12.815123,80.215537,Hotel Sakthi Grand,Hotel,,Tamil Nadu,Location:1.4/5 | Hospitality:3.0/5 | Facilities:2.2/5 | Cleanliness:2.6/5 | Value for Money:2.8/5 | Food:1.7/5,,,,,,,,,,,,,,,,,,,
Ooty,India,0,0,HS Holidays,Hotel,,,,,,,,,,,,,,,,,,,,,,
Jaipur,India,0,0,Olive At C Scheme,Hotel,,Rajasthan,,,,,,,,,,,,,,,,,,,,
Chennai,India,13.085975,80.252364,Vasantha Lodge,Hotel,,tamilnadu,Location:2.0/5 | Hospitality:2.0/5 | Facilities:2.0/5 | Cleanliness:2.0/5 | Value for Money:2.0/5 | Food:2.0/5,,,,,,,,,,,,,,,,,,,
Jaipur,India,0,0,Hotel Sanjay PALACE,Hotel,,,,,,,,,,,,,,,,,,,,,,
Chennai,India,13.0323782,80.2341864,Green Tree Service Apartment T Nagar I,Hotel,,TamilNadu,,,,,,,,,,,,,,,,,,,,
Chennai,India,11.30374,76.937073,Hotel Soorya International,Hotel,,TamilNadu,,,,,,,,,,,,,,,,,,,,
Chennai,India,13.069132,80.270645,Mallika Residency,Hotel,,Tamilnadu,Location:3.7/5 | Hospitality:3.1/5 | Facilities:3.0/5 | Cleanliness:3.1/5 | Value for Money:3.5/5 | Food:2.4/5,,,,,,,,,,,,,,,,,,,
